celebrity_name,ballroom_partner,season,yt_video_id,yt_video_title,yt_channel_title,yt_view_count,yt_like_count,yt_comment_count,yt_publish_date,is_official_channel,confidence_score,query_used,crawl_timestamp
Melissa Rycroft,Tony Dovolani,15,5gj57rO6d7c,Melissa Rycroft and Tony Dovolani   Instant Samba   Dancing with the Stars All Star Finale,Dancing with the Stars,2261,2,0,2014-01-23T17:53:51Z,True,100,"""Melissa Rycroft""",2026-01-31T14:18:20.437084
Melissa Rycroft,Tony Dovolani,15,Tn75msVSY38,Melissa Rycroft and Tony Dovolani   Samba   Dancing with the Stars All Stars Week 3,Dancing with the Stars,798,1,0,2014-01-23T17:54:21Z,True,100,"""Melissa Rycroft""",2026-01-31T14:18:20.438089
Ingo Rademacher,Kym Johnson,16,xR4fOEz_8Zs,Kym Johnson & Ingo Rademacher dancing Tango on DWTS 4-22-13,fakeacctemail,1894,4,3,2013-04-23T07:22:33Z,False,50,"""Ingo Rademacher""",2026-01-31T14:18:20.978299
Ingo Rademacher,Kym Johnson,16,ennfnFnwDfY,Ingo Rademacher & Kym wLindsay  Jive - DWTS 16 Trio Dance,dolasco ,9010,41,5,2013-05-07T04:51:12Z,False,50,"""Ingo Rademacher""",2026-01-31T14:18:20.979302
Ingo Rademacher,Kym Johnson,16,-boX_GmxTdI,Ingo Rademacher & Kym - Viennese Waltz - DWTS 16 (Week 4),dolasco ,5303,23,6,2013-04-09T04:05:10Z,False,40,"""Ingo Rademacher""",2026-01-31T14:18:20.979302
Dorothy Hamill,Tristan MacManus,16,DwRNie6HpM0,Dorothy Hamill & Tristan  Viennese Waltz With Kristi Yamaguchi - DWTS 16 Finale,dolasco ,3667,26,3,2013-05-22T05:10:40Z,False,40,"""Dorothy Hamill""",2026-01-31T14:18:22.020417
Dorothy Hamill,Tristan MacManus,16,M5N3y3xTn0I,Dorothy Hamill eliminates herself on DWTS,WCPO 9,338,1,0,2013-03-27T17:35:38Z,False,25,"""Dorothy Hamill""",2026-01-31T14:18:22.020417
Dorothy Hamill,Tristan MacManus,16,67nZaYAWEP4,Dorothy Hamill Emotional After 'DWTS' Withdrawal,Entertainment Tonight,5081,6,4,2013-03-27T19:59:32Z,False,25,"""Dorothy Hamill""",2026-01-31T14:18:22.021862
Dorothy Hamill,Tristan MacManus,16,cr504avayuk,Dorothy Withdraws - Dancing With The Stars,dancingbiz,3286,16,2,2013-03-27T05:42:42Z,False,35,"""Dorothy Hamill""",2026-01-31T14:18:22.021862
Andy Dick,Sharna Burgess,16,dlsmxkwGHz8,Andy Dick Opens Up About His Sobriety & 'DWTS',Entertainment Tonight,3301,13,6,2013-03-01T21:39:24Z,False,25,"""Andy Dick""",2026-01-31T14:18:24.969570
Andy Dick,Sharna Burgess,16,1DjRgFe9mt0,Sharna Burgess & Andy Dick ~ Jazz ~ Week 2 ~ DWTS,Sharna Burgess Team,7630,43,2,2013-03-26T07:57:17Z,False,40,"""Andy Dick""",2026-01-31T14:18:24.969570
Kellie Pickler,Derek Hough,16,tp_hCJBqH8g,Derek Hough and Kellie Pickler dancing Argentine Tango on DWTS 5-13-13,fakeacctemail,125734,682,29,2013-05-14T19:57:55Z,False,50,"""Kellie Pickler""",2026-01-31T14:18:26.151298
Kellie Pickler,Derek Hough,16,xibb17TCjz8,Kellie Pickler & Derek Hough - Freestyle - Dancing With the Stars 2013 - Week 10,fschnell,1733606,8326,425,2013-05-21T22:49:40Z,False,50,"""Kellie Pickler""",2026-01-31T14:18:26.151298
Kellie Pickler,Derek Hough,16,0Oag9IoCJ9s,Derek Hough and Kellie Pickler dancing Jazz on DWTS 3-25-13,fakeacctemail,124639,473,25,2013-03-26T03:44:08Z,False,50,"""Kellie Pickler""",2026-01-31T14:18:26.152688
Kellie Pickler,Derek Hough,16,a0NRjSfcqgQ,Derek Hough and Kellie Pickler's Encore performance on DWTS 5-21-13,fakeacctemail,1429436,7555,236,2013-05-23T02:57:34Z,False,50,"""Kellie Pickler""",2026-01-31T14:18:26.154150
Sean Lowe,Peta Murgatroyd,16,8Ry_LSL0UTE,'DWTS' Elimination: Sean Lowe is Done with 'Dancing',extratv,12901,40,5,2013-05-08T18:15:16Z,False,5,"""Sean Lowe""",2026-01-31T14:18:27.188094
Valerie Harper,Tristan MacManus,17,Pz6N3dHN8Yg,Dancing With the Stars Season 17  Finals Valerie Harper & Tristan MacManus with Colbie Caillet,Dancing with the Stars,20358,24,10,2014-01-23T09:28:14Z,True,100,"""Valerie Harper""",2026-01-31T14:18:27.703412
Brant Daugherty,Peta Murgatroyd,17,1tMV9bysU18,Peta Murgatroyd & Brant Daugherty dancing Foxtrot on DWTS 11 4 13,fakeacctemail,5285,20,1,2013-11-11T08:05:51Z,False,50,"""Brant Daugherty""",2026-01-31T14:18:28.222303
Brant Daugherty,Peta Murgatroyd,17,VBKBSt_6iug,Actor Brant Daugherty leaving GMA after being booted from DWTS,C Kavala,3878,21,0,2013-11-05T16:26:39Z,False,25,"""Brant Daugherty""",2026-01-31T14:18:28.224309
Brant Daugherty,Peta Murgatroyd,17,b9k-cHcFfP4,Peta Murgatroyd & Brant Daugherty dancing Cha cha cha on DWTS 9 16 13,fakeacctemail,34311,168,2,2013-09-17T22:00:24Z,False,50,"""Brant Daugherty""",2026-01-31T14:18:28.225312
Brant Daugherty,Peta Murgatroyd,17,wAG3TKVf_Ac,"PETA MURGATROYD & BRANT DAUGHERTY ""DANCING WITH THE STARS"" Partners supporting LGBT 2013",TraipsingThruFilms,2107,9,0,2013-10-25T16:43:30Z,False,50,"""Brant Daugherty""",2026-01-31T14:18:28.225312
Brant Daugherty,Peta Murgatroyd,17,3UMzPG0gqs0,Brant Daugherty Interview 2013: Actor Booted From 'DWTS',ABC News,36065,154,9,2013-11-05T16:06:30Z,False,25,"""Brant Daugherty""",2026-01-31T14:18:28.226435
Brant Daugherty,Peta Murgatroyd,17,6an5JsYKhhY,'DWTS' Contestant Brant Daugherty Was Robbed at Gunpoint,extratv,4371,20,0,2013-10-01T21:24:01Z,False,25,"""Brant Daugherty""",2026-01-31T14:18:28.226435
Brant Daugherty,Peta Murgatroyd,17,l_0Hc3bBS84,DWTS Hunk Brant Daugherty Shirtless in the Park - Splash News | Splash News TV | Splash News TV,Splash News,11816,60,1,2013-10-10T22:51:08Z,False,25,"""Brant Daugherty""",2026-01-31T14:18:28.227743
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,17,SYIoqysxJ6k,Val Chmerkovskiy & Elizabeth Berkley Lauren dancing Cha cha cha on DWTS 10 21 13,fakeacctemail,10731,45,3,2013-10-22T22:52:58Z,False,50,"""Elizabeth Berkley Lauren""",2026-01-31T14:18:28.751964
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,17,AZmI-KhreD4,Val Chmerkovskiy & Elizabeth Berkley Lauren dancing Contemporary on DWTS 9 16 13,fakeacctemail,2820,12,2,2013-09-18T13:45:13Z,False,50,"""Elizabeth Berkley Lauren""",2026-01-31T14:18:28.753729
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,17,qOUhMqeQ_1s,Elizabeth Berkley Lauren and Val Chmerkovskiy   Foxtrot   Dancing with the Stars  Season 17   Week 3,Dancing with the Stars,787,1,0,2014-01-22T22:31:56Z,True,100,"""Elizabeth Berkley Lauren""",2026-01-31T14:18:28.753729
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,17,SwvZK_Wf5MQ,Val Chmerkovskiy & Elizabeth Berkley Lauren with Gleb Savchenko dancing Salsa on DWTS 11 11 13,fakeacctemail,16741,72,0,2013-11-13T14:46:42Z,False,50,"""Elizabeth Berkley Lauren""",2026-01-31T14:18:28.755005
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,17,HaJSCklGD6Q,Dancing With the Stars Season 17  Week 8 Corbin Bleu vs  Elizabeth Berkley   Cha cha Dance Off,Dancing with the Stars,3250,13,0,2014-01-23T09:56:04Z,True,85,"""Elizabeth Berkley Lauren""",2026-01-31T14:18:28.755005
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,17,pQFXjNJKqw4,Elizabeth Berkley & Val | DANCING WITH THE STARS | LIVE 11-4-13,Kelly's NA Ballroom,22559,108,12,2013-11-05T04:03:06Z,False,35,"""Elizabeth Berkley Lauren""",2026-01-31T14:18:28.755005
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,17,sDNJVUHwiiI,Zendaya surprising Val & Elizabeth Berkley-Lauren at DWTS,ZendayaMedia,5601,93,2,2014-08-19T02:42:58Z,False,25,"""Elizabeth Berkley Lauren""",2026-01-31T14:18:28.756495
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,17,IXSdfv12Opc,Elizabeth Berkley Lauren Talks Balancing Motherhood With Competing On Dancing With The Stars,umit altun,179,0,0,2013-10-23T16:15:04Z,False,35,"""Elizabeth Berkley Lauren""",2026-01-31T14:18:28.757682
Corbin Bleu,Karina Smirnoff,17,dIR_N_1oiPk,Karina Smirnoff and Corbin Bleu dancing Jive on DWTS 9 23 13,fakeacctemail,134092,875,23,2013-09-27T18:31:31Z,False,50,"""Corbin Bleu""",2026-01-31T14:18:29.962766
Corbin Bleu,Karina Smirnoff,17,txuH9gKkJ9o,Karina Smirnoff and Corbin Bleu dancing Freestyle on DWTS 11 25 13,fakeacctemail,167528,1307,46,2013-11-27T04:41:34Z,False,50,"""Corbin Bleu""",2026-01-31T14:18:29.963881
Corbin Bleu,Karina Smirnoff,17,JGMYX7ihbiA,Karina Smirnoff and Corbin Bleu with Whitney Carson dancing Jazz on DWTS 11 11 13,fakeacctemail,243874,1090,77,2013-11-19T05:46:52Z,False,50,"""Corbin Bleu""",2026-01-31T14:18:29.964885
Corbin Bleu,Karina Smirnoff,17,V4fZ9MLQ14k,Jordan Fisher and Lindsay Arnold Salsa Trio w/Corbin Bleu (Week 8) | Dancing With The Stars,Witsay Fan ,456465,3461,96,2020-11-15T00:00:03Z,False,35,"""Corbin Bleu""",2026-01-31T14:18:29.964885
Corbin Bleu,Karina Smirnoff,17,U18XsesuiyM,DWTS~  Macys Stars of Dance Kenny Ortega and Corbin Bleu ~ Season 13.avi,Sharna Burgess Team,2186,13,2,2011-11-04T21:36:07Z,False,35,"""Corbin Bleu""",2026-01-31T14:18:29.965888
Corbin Bleu,Karina Smirnoff,17,nU184nZapQs,Karina Smirnoff and Corbin Bleu dancing Rumba on DWTS 11 18 13,fakeacctemail,19662,109,5,2013-11-19T08:53:58Z,False,50,"""Corbin Bleu""",2026-01-31T14:18:29.965888
Corbin Bleu,Karina Smirnoff,17,93HgOKq5zQA,Karina Smirnoff and Corbin Bleu dancing Cha cha cha on DWTS 10 28 13,fakeacctemail,101862,545,18,2013-10-29T21:30:44Z,False,50,"""Corbin Bleu""",2026-01-31T14:18:29.966977
Amber Riley,Derek Hough,17,EXZx13nxcgE,"Patti LaBelle, Lil' Kim, Amber Riley - Lady Marmalade (Live on DWTS)",QueenBeeTV,3216993,39545,1614,2015-04-29T02:33:07Z,False,25,"""Amber Riley""",2026-01-31T14:18:30.494729
Amber Riley,Derek Hough,17,dBTn8SidVkQ,Amber Riley and Derek Hough Samba (Week 6) | Dancing With The Stars ✰,Witsay Fan ,11283,69,1,2023-03-10T22:15:00Z,False,50,"""Amber Riley""",2026-01-31T14:18:30.495734
Amber Riley,Derek Hough,17,-ynFWK3X8PY,Derek Hough & Amber Riley dancing Freestyle on DWTS 11 25 13,fakeacctemail,1097521,9777,328,2013-11-27T01:08:34Z,False,50,"""Amber Riley""",2026-01-31T14:18:30.495734
Amber Riley,Derek Hough,17,0dkyD4NbudM,Amber Riley and Derek Hough   Charleston   Dancing with the Stars   Season 17   Week 3,Dancing with the Stars,130928,998,24,2014-01-22T21:57:02Z,True,100,"""Amber Riley""",2026-01-31T14:18:30.495734
Billy Dee Williams,Emma Slater,18,FDwBhjZ_4uk,Billy Dee Williams & Emma -Star Wars Theme-  DWTS 18,dolasco ,54648,233,29,2014-03-18T03:45:58Z,False,40,"""Billy Dee Williams""",2026-01-31T14:18:34.439836
Danica McKellar,Valentin Chmerkovskiy,18,xuztFwZkLYA,Val Chmerkovskiy & Danica McKellar dancing Contemporary on DWTS 3 31 14,fakeacctemail,24826,111,6,2014-04-02T07:22:39Z,False,50,"""Danica McKellar""",2026-01-31T14:18:34.968250
Danica McKellar,Valentin Chmerkovskiy,18,rDWm3m4SuOc,Val Chmerkovskiy & Danica McKellar dancing Samba on DWTS 3 24 14,fakeacctemail,51694,168,10,2014-03-25T04:37:14Z,False,50,"""Danica McKellar""",2026-01-31T14:18:34.970495
James Maslow,Peta Murgatroyd,18,s0cy9WKW6nY,Peta Murgatroyd & James Maslow dancing Freestyle on DWTS 5 19 14,fakeacctemail,157006,1234,36,2014-05-20T23:48:59Z,False,50,"""James Maslow""",2026-01-31T14:18:35.492891
Charlie White,Sharna Burgess,18,uDCsh1n7BtY,Sharna Burgess and Charlie White dancing Jazz on DWTS 4 14 14,fakeacctemail,37419,191,9,2014-04-15T09:32:50Z,False,50,"""Charlie White""",2026-01-31T14:18:37.549206
Charlie White,Sharna Burgess,18,Jr_fUEHPHyI,Charlie White dancing with Meryl Davis on DWTS 5 20 14,fakeacctemail,14391,87,4,2014-05-21T07:06:21Z,False,35,"""Charlie White""",2026-01-31T14:18:37.549206
Charlie White,Sharna Burgess,18,txD2QjCT9lA,Sharna Burgess and Charlie White dancing Paso Doble on DWTS 4 28 14,fakeacctemail,81208,474,8,2014-04-29T21:13:23Z,False,50,"""Charlie White""",2026-01-31T14:18:37.550568
Charlie White,Sharna Burgess,18,cWR0i0jI1e0,Charlie White and Sharna's Jive (Week 03) - Dancing with the Stars Season 18!,DWTS DANCES,7540,57,4,2022-04-17T18:13:18Z,False,50,"""Charlie White""",2026-01-31T14:18:37.550568
Charlie White,Sharna Burgess,18,_J-UNZFKqLk,DWTS S18 Week 11 - Charlie & Sharna - Finale - Part 14/21,DWTS Live,468598,3174,57,2014-06-27T08:05:07Z,False,40,"""Charlie White""",2026-01-31T14:18:37.552076
Charlie White,Sharna Burgess,18,QYmIFxW7UlA,Charlie White saying goodbye on Week 9 of DWTS,fakeacctemail,3191,25,1,2014-05-14T12:16:53Z,False,25,"""Charlie White""",2026-01-31T14:18:37.552076
Charlie White,Sharna Burgess,18,5_wEcg7Ng5M,Sharna Burgess and Charlie White dancing Cha cha cha on DWTS 4 21 14,fakeacctemail,41167,189,1,2014-04-22T08:23:11Z,False,50,"""Charlie White""",2026-01-31T14:18:37.553574
Charlie White,Sharna Burgess,18,Jy98HNuPpuA,Charlie White and Sharna's Tango (Week 02) - Dancing with the Stars Season 18!,DWTS DANCES,6192,47,3,2022-04-17T18:07:41Z,False,50,"""Charlie White""",2026-01-31T14:18:37.553574
Charlie White,Sharna Burgess,18,KTuxM24mXog,DWTS 18- Charlie White and Sharna Burgess - Quickstep,dancingbiz,6404,22,1,2014-05-06T01:38:22Z,False,40,"""Charlie White""",2026-01-31T14:18:37.554978
Amy Purdy,Derek Hough,18,lSDaKJF6jdk,Derek Hough & Amy Purdy dancing Quickstep on DWTS 5 12 14,fakeacctemail,244307,899,29,2014-05-19T17:00:25Z,False,50,"""Amy Purdy""",2026-01-31T14:18:38.078830
Amy Purdy,Derek Hough,18,gtKD1hXZjQ4,Amy Purdy & Derek Hough - All dances on DWTS,maria elena guevara,158292,1597,75,2018-08-30T05:28:28Z,False,50,"""Amy Purdy""",2026-01-31T14:18:38.080156
Amy Purdy,Derek Hough,18,dk9cD06StkQ,Derek Hough & Amy Purdy dancing Argentine Tango on DWTS 5 5 14,fakeacctemail,124895,688,22,2014-05-06T01:50:32Z,False,50,"""Amy Purdy""",2026-01-31T14:18:38.081477
Amy Purdy,Derek Hough,18,OuVzgP-T9BQ,Amy Purdy dances again with 'Dancing with the Stars' partner Derek Hough l GMA,Good Morning America,23381,344,3,2023-10-16T17:30:56Z,True,100,"""Amy Purdy""",2026-01-31T14:18:38.081477
Amy Purdy,Derek Hough,18,IZfVd_txEFo,Amy purdy Dancing with the Stars #prostheticleg #prosthetics #dwts #dancing #dancingqueen,IsBrave,2804,38,1,2024-11-04T14:00:31Z,False,35,"""Amy Purdy""",2026-01-31T14:18:38.082729
Amy Purdy,Derek Hough,18,7Psd-NUv7zY,Derek Hough & Amy Purdy dancing Freestyle on DWTS 5 19 14,fakeacctemail,38309,286,8,2014-05-20T05:42:59Z,False,50,"""Amy Purdy""",2026-01-31T14:18:38.082729
Amy Purdy,Derek Hough,18,OJOxJKnlAjU,Derek Hough and Amy Purdy dancing Cha cha cha on DWTS 3 17 14,fakeacctemail,25776,119,0,2014-03-18T04:50:30Z,False,50,"""Amy Purdy""",2026-01-31T14:18:38.086428
Amy Purdy,Derek Hough,18,c6jPCKB4Rko,DWTS18 WK 9 Amy Purdy & Derek Hough  Quickstep,dolasco ,2178,12,2,2014-05-13T01:27:46Z,False,40,"""Amy Purdy""",2026-01-31T14:18:38.086428
Amy Purdy,Derek Hough,18,4ZcoHv99-dU,Derek Hough & Amy Purdy dancing Salsa on DWTS 5 19 14,fakeacctemail,15775,79,2,2014-05-20T23:23:29Z,False,50,"""Amy Purdy""",2026-01-31T14:18:38.087681
Amy Purdy,Derek Hough,18,x16bU3KmYOE,"Amy Purdy | DWTS Finalist, Paralympic Medalist, Author, Philanthropist | Keynote Speaker | SpeakInc",speakinc,532,0,0,2025-06-10T17:20:54Z,False,25,"""Amy Purdy""",2026-01-31T14:18:38.087681
Amy Purdy,Derek Hough,18,tFG2WyW9kfA,'DWTS' Paralympian Amy Purdy: Finding Grace on the Dance Floor,ABC News,25589,190,7,2014-04-15T07:34:43Z,False,35,"""Amy Purdy""",2026-01-31T14:18:38.088905
Meryl Davis,Maksim Chmerkoskiy,18,5wPTQnxDpus,Val Chmerkovskiy & Meryl Davis dancing Argentine Tango on DWTS 4 7 14,fakeacctemail,1143873,5023,246,2014-04-08T02:39:41Z,False,35,"""Meryl Davis""",2026-01-31T14:18:38.623740
Meryl Davis,Maksim Chmerkoskiy,18,l8NAD-oHDRM,Maksim Chmerkovskiy & Meryl Davis dancing Argentine Tango on DWTS 5 19 14,fakeacctemail,634616,3872,101,2014-05-20T01:01:22Z,False,50,"""Meryl Davis""",2026-01-31T14:18:38.623740
Meryl Davis,Maksim Chmerkoskiy,18,jbflvDJ7ppM,Maksim Chmerkovskiy & Meryl Davis dancing Tango on DWTS 4 21 14,fakeacctemail,692668,3132,149,2014-04-22T03:14:51Z,False,50,"""Meryl Davis""",2026-01-31T14:18:38.625077
Meryl Davis,Maksim Chmerkoskiy,18,LUpU63cWARs,Meryl Davis & Maks- All Night  DWTS 18-Week-1,dancingbiz,299496,807,29,2014-03-18T02:11:41Z,False,25,"""Meryl Davis""",2026-01-31T14:18:38.625077
Meryl Davis,Maksim Chmerkoskiy,18,-7nt9Fr0ruA,Maksim Chmerkovskiy & Meryl Davis dancing Viennese Waltz on DWTS 5 12 14,fakeacctemail,222126,954,44,2014-05-13T04:28:26Z,False,50,"""Meryl Davis""",2026-01-31T14:18:38.626142
Meryl Davis,Maksim Chmerkoskiy,18,5r4dJw583ec,Maksim Chmerkovskiy & Meryl Davis dancing Salsa on DWTS 4 28 14,fakeacctemail,257395,1016,11,2014-04-29T23:12:19Z,False,50,"""Meryl Davis""",2026-01-31T14:18:38.626142
Meryl Davis,Maksim Chmerkoskiy,18,Jr_fUEHPHyI,Charlie White dancing with Meryl Davis on DWTS 5 20 14,fakeacctemail,14391,87,4,2014-05-21T07:06:21Z,False,35,"""Meryl Davis""",2026-01-31T14:18:38.627645
Meryl Davis,Maksim Chmerkoskiy,18,OivlWaQw3LU,Maksim Chmerkovskiy & Meryl Davis dancing Samba on DWTS 4 14 14,fakeacctemail,397559,1629,58,2014-04-15T02:54:23Z,False,50,"""Meryl Davis""",2026-01-31T14:18:38.627645
Meryl Davis,Maksim Chmerkoskiy,18,rS8lyJsdy2U,Maksim Chmerkovskiy & Meryl Davis dancing Rumba on DWTS 5 5 14,fakeacctemail,123282,673,7,2014-05-06T03:19:12Z,False,50,"""Meryl Davis""",2026-01-31T14:18:38.628775
Meryl Davis,Maksim Chmerkoskiy,18,moX61zZ_g4k,Maksim Chmerkovskiy & Meryl Davis dancing Foxtrot on DWTS 3 31 14,fakeacctemail,266365,1183,32,2014-04-02T14:54:05Z,False,50,"""Meryl Davis""",2026-01-31T14:18:38.629895
Meryl Davis,Maksim Chmerkoskiy,18,AHSoAxxp9vU,DWTS 10th Anniversary - Meryl Davis & Maksim Chmerkovskiy,iJobbiE,588292,2541,107,2015-05-07T17:50:11Z,False,40,"""Meryl Davis""",2026-01-31T14:18:38.629895
Antonio Sabato Jr.,Cheryl Burke,19,I4_M1bSTL7w,EXCLUSIVE: Cheryl Burke & Antonio Sabato Jr. Prep Sexy Samba for 'DWTS',Entertainment Tonight,5072,15,6,2014-10-04T00:15:45Z,False,40,"""Antonio Sabato Jr.""",2026-01-31T14:18:40.885381
Antonio Sabato Jr.,Cheryl Burke,19,GYNHNEmLec8,‘Dancing With the Stars’ Antonio Sabato Jr. on Cheryl Burke's Exit: ‘This Show Is Going to Miss Her’,TheWrap,9295,7,0,2014-11-28T16:51:50Z,False,50,"""Antonio Sabato Jr.""",2026-01-31T14:18:40.886702
Janel Parrish,Valentin Chmerkovskiy,19,6dvyl9aUvrM,Janel Parrish and Val's Samba (Week 06) - Dancing with the Stars Season 19!,DWTS DANCES,6521,40,1,2022-03-18T14:53:16Z,False,35,"""Janel Parrish""",2026-01-31T14:18:42.436914
Janel Parrish,Valentin Chmerkovskiy,19,aMd3aCsKc7o,Janel Parrish and Val's Freestyle (Week 11) - Dancing with the Stars Season 19!,DWTS DANCES,8359,57,2,2022-03-18T20:30:18Z,False,35,"""Janel Parrish""",2026-01-31T14:18:42.438006
Janel Parrish,Valentin Chmerkovskiy,19,Tpst1v606qE,Janel Parrish & Val Chmerkovskiy Dance Viennese Waltz(10.27.2014)(#DWTS 720p),Joe Simonetta,22818,299,10,2020-02-22T11:22:41Z,False,50,"""Janel Parrish""",2026-01-31T14:18:42.438006
Janel Parrish,Valentin Chmerkovskiy,19,wBnER6n2ruk,Janel Parrish and Val's Quickstep (Week 09) - Dancing with the Stars Season 19!,DWTS DANCES,2493,10,1,2022-03-18T20:21:03Z,False,35,"""Janel Parrish""",2026-01-31T14:18:42.439009
Janel Parrish,Valentin Chmerkovskiy,19,Y7s6V0hL7jc,Dancing with the Stars 19 - Janel Parrish & Val | LIVE 9-15-14,mcasaz betisep,1192,9,0,2014-09-18T18:00:40Z,False,35,"""Janel Parrish""",2026-01-31T14:18:42.439009
Alfonso Ribeiro,Witney Carson,19,pbSCWgZQf_g,Alfonso Ribeiro doing the Carlton on DWTS!!!! (HD 720p),HopMedia,46891004,431834,16935,2014-10-07T07:15:40Z,False,25,"""Alfonso Ribeiro""",2026-01-31T14:18:42.961914
Alfonso Ribeiro,Witney Carson,19,ijzng5hHoEM,Alfonso Ribeiro and Witney Carson Samba (Week 2) | Dancing With The Stars,Witsay Fan ,118253,849,37,2020-05-08T14:59:08Z,False,50,"""Alfonso Ribeiro""",2026-01-31T14:18:42.963297
Alfonso Ribeiro,Witney Carson,19,YnqTu93M2B4,【HD】Alfonso Ribeiro & Witney Carson CHA CHA/ARGENTINE TANGO - DWTS 19 FINALE,ANTI-AGING SELECTIONS,534556,2198,56,2014-11-28T00:55:08Z,False,40,"""Alfonso Ribeiro""",2026-01-31T14:18:42.964436
Alfonso Ribeiro,Witney Carson,19,evj4Q94Cpkc,Dancing with the Stars 19 - Alfonso Ribeiro & Witney | LIVE 9-15-14,mcasaz betisep,648521,3071,99,2014-09-18T17:28:19Z,False,50,"""Alfonso Ribeiro""",2026-01-31T14:18:42.965439
Alfonso Ribeiro,Witney Carson,19,3BKH9m4v2Ko,Alfonso Ribeiro and Witney Argentine Tango (Week 10) - Dancing With The Stars,Chloe Denai,3127,19,4,2022-04-18T16:21:09Z,False,50,"""Alfonso Ribeiro""",2026-01-31T14:18:42.967509
Alfonso Ribeiro,Witney Carson,19,s80GFNkAWWs,Alfonso Ribeiro & Witney - PasoDoble / Lindsay - DWTS - Week 9,08luis,1441351,7689,274,2014-11-11T06:25:31Z,False,40,"""Alfonso Ribeiro""",2026-01-31T14:18:42.967509
Alfonso Ribeiro,Witney Carson,19,BIeC32Oh3bk,LOL does the CARLTON ever get old? Alfonso Ribeiro on DWTS😁,Eat my Shorts,157276,3891,79,2023-03-31T01:14:46Z,False,25,"""Alfonso Ribeiro""",2026-01-31T14:18:42.968847
Alfonso Ribeiro,Witney Carson,19,F4n9wTJxzLs,We’re Back at It! 👏 Alfonso Ribeiro Brings the Energy #DWTS #FreshPrince,zaires.spooks,4830059,63461,550,2025-09-27T09:38:14Z,False,25,"""Alfonso Ribeiro""",2026-01-31T14:18:42.969849
Lolo Jones,Keo Motsepe,19,k1_i1GL9Nns,Dancing with the Stars 19 - Lolo Jones & Keo | LIVE 9-15-14,mcasaz betisep,21786,42,19,2014-09-18T17:49:58Z,False,50,"""Lolo Jones""",2026-01-31T14:18:43.509667
Tommy Chong,Peta Murgatroyd,19,O5Vi3ZRoS_0,Dancing with the Stars 19 - Tommy Chong & Peta | LIVE 9-15-14,mcasaz betisep,126662,1067,64,2014-09-18T17:42:56Z,False,50,"""Tommy Chong""",2026-01-31T14:18:44.541235
Bethany Mota,Derek Hough,19,o7y2DecOSiE,"Bethany Mota, Tony Dovolani & Derek Hough (Trio Round) - Rehearsals + Extras | DWTS",KYRA PRINCE,126689,519,14,2014-11-11T17:13:20Z,False,40,"""Bethany Mota""",2026-01-31T14:18:46.772570
Bethany Mota,Derek Hough,19,7pvxZCcxCdA,Bethany mota dancing with the stars shake it off,lotte haje,4666,24,0,2014-12-16T16:05:38Z,False,35,"""Bethany Mota""",2026-01-31T14:18:46.773781
Bethany Mota,Derek Hough,19,Ndch8UmvKOI,Bethany Mota and Derek's Paso doble (Week 07) - Dancing with the Stars Season 19!,DWTS DANCES,6577,45,2,2022-06-26T23:37:36Z,False,50,"""Bethany Mota""",2026-01-31T14:18:46.773781
Bethany Mota,Derek Hough,19,0lwo4JPGNxg,Bethany Mota's Most Memorable Year - Dancing with the Stars,KYRA PRINCE,80649,1575,115,2014-10-07T00:13:53Z,False,35,"""Bethany Mota""",2026-01-31T14:18:46.774781
Suzanne Somers,Tony Dovolani,20,idV6MnPWpa0,"Suzanne Somers: Dancing With The Stars ""The Jive""",S,2136327,7232,366,2015-03-24T17:30:18Z,False,35,"""Suzanne Somers""",2026-01-31T14:18:48.016224
Willow Shields,Mark Ballas,20,7zuLFzQJnH8,"Dancing With the Stars: Willow and Mark's Hunger Games Tribute (S20, E4)",heyitskatrinaaa,224311,2925,98,2015-04-07T17:56:02Z,False,50,"""Willow Shields""",2026-01-31T14:18:48.527989
Willow Shields,Mark Ballas,20,6wkfSEdlF6k,Willow Shields talks about Jennifer Lawrence watching her on DWTS at Dancing With The Stars rehearsa,Hollywood Media B-Roll,29084,196,5,2015-02-28T06:25:01Z,False,35,"""Willow Shields""",2026-01-31T14:18:48.527989
Willow Shields,Mark Ballas,20,fiYJKhmJe7o,Willow Shields and Mark's Cha Cha (Week 01) - Dancing with the Stars Season 20!,DWTS DANCES,15346,92,3,2022-04-16T19:16:55Z,False,50,"""Willow Shields""",2026-01-31T14:18:48.529356
Willow Shields,Mark Ballas,20,GyP1U9nSndI,DWTS S20 Week 2: Mark Ballas & Willow Shields - Argentine Tango,TheQuack Pack,59031,325,4,2015-03-26T17:50:42Z,False,40,"""Willow Shields""",2026-01-31T14:18:48.529356
Willow Shields,Mark Ballas,20,Vveb1sxnndg,Dancing With the Stars's Willow Shields,TV Insider,9196,97,2,2015-04-30T21:15:46Z,False,35,"""Willow Shields""",2026-01-31T14:18:48.530794
