celebrity_name,ballroom_partner,season,yt_video_id,yt_video_title,yt_channel_title,yt_view_count,yt_like_count,yt_comment_count,yt_publish_date,is_official_channel,confidence_score,query_used,crawl_timestamp
Ryan Lochte,Cheryl Burke,23,8GAhe0-2ou0,DWTS | Ryan Lochte Protestors Rush Stage [EXCLUSIVE FOOTAGE],ABC News,201729,805,231,2016-09-13T16:06:58Z,False,25,"""Ryan Lochte""",2026-01-31T14:19:10.230826
Calvin Johnson Jr.,Lindsay Arnold,23,cQ3CncUAOt4,Meet The Stars: Calvin Johnson Jr. - Dancing With the Stars,Dancing With The Stars,17137,152,10,2016-09-12T02:07:49Z,False,35,"""Calvin Johnson Jr.""",2026-01-31T14:19:10.745202
Calvin Johnson Jr.,Lindsay Arnold,23,e8aQiYfnIcU,Calvin Johnson Jr. and Lindsay Arnold Argentine Tango (Week 6) | Dancing With The Stars,Witsay Fan ,16244,128,6,2022-08-25T15:15:03Z,False,50,"""Calvin Johnson Jr.""",2026-01-31T14:19:10.746205
Calvin Johnson Jr.,Lindsay Arnold,23,Tpw3HloBaFY,Calvin Johnson Jr. and Lindsay's Salsa with Witney (Week 10) - Dancing with the Stars Season 23!,DWTS DANCES,2244,22,1,2022-07-08T23:13:37Z,False,50,"""Calvin Johnson Jr.""",2026-01-31T14:19:10.747207
Calvin Johnson Jr.,Lindsay Arnold,23,4ukHxlgwmKM,Calvin Johnson Jr. and Lindsay's Freestyle (Week 11) - Dancing with the Stars Season 23!,DWTS DANCES,4153,21,1,2022-07-08T23:43:52Z,False,50,"""Calvin Johnson Jr.""",2026-01-31T14:19:10.748211
Calvin Johnson Jr.,Lindsay Arnold,23,U-hVKU5707E,Calvin Johnson Jr. and Lindsay's Quickstep (Week 08) - Dancing with the Stars Season 23!,DWTS DANCES,1697,17,2,2022-07-08T23:09:47Z,False,50,"""Calvin Johnson Jr.""",2026-01-31T14:19:10.748211
Calvin Johnson Jr.,Lindsay Arnold,23,uw9Hsc03Qk8,Calvin Johnson Jr. and Lindsay's Charleston (Week 04) - Dancing with the Stars Season 23!,DWTS DANCES,2552,20,1,2022-07-08T22:58:35Z,False,50,"""Calvin Johnson Jr.""",2026-01-31T14:19:10.749581
Calvin Johnson Jr.,Lindsay Arnold,23,xqvJ3Qw782E,Calvin Johnson Jr. and Lindsay Arnold Cha Cha (Week 1) | Dancing With The Stars,Witsay Fan ,7235,50,3,2022-08-25T14:00:36Z,False,50,"""Calvin Johnson Jr.""",2026-01-31T14:19:10.750585
Laurie Hernandez,Valentin Chmerkovskiy,23,V17gvCCNZ_c,Laurie & Val's Freestyle-  Dancing with the Stars (Finals),Griffin Marini,90851,480,17,2016-12-06T21:03:54Z,False,35,"""Laurie Hernandez""",2026-01-31T14:19:11.273660
Laurie Hernandez,Valentin Chmerkovskiy,23,YPVrqtlUTlE,"Trio Samba  Laurie, Val, and Maks- Dancing with the Stars",Griffin Marini,143479,1129,19,2016-11-27T02:50:48Z,False,35,"""Laurie Hernandez""",2026-01-31T14:19:11.274993
Laurie Hernandez,Valentin Chmerkovskiy,23,cNIAHc5rgSs,Laurie & Val's Jazz- Dancing with the Stars (Cirque Du Soleil Night),Griffin Marini,482730,2342,73,2016-10-04T06:31:14Z,False,35,"""Laurie Hernandez""",2026-01-31T14:19:11.274993
Laurie Hernandez,Valentin Chmerkovskiy,23,4kv3odaaBBU,Laurie & Val's Tango- Dancing with the Stars (Show Stoppers Night),Griffin Marini,79553,639,15,2016-11-13T19:49:09Z,False,35,"""Laurie Hernandez""",2026-01-31T14:19:11.276236
Laurie Hernandez,Valentin Chmerkovskiy,23,ekwSWBz6U4k,💃 Laurie Hernandez - Dancing with the stars performances,My Dear Journal,232406,1899,58,2020-02-09T00:04:29Z,False,35,"""Laurie Hernandez""",2026-01-31T14:19:11.277706
Rick Perry,Emma Slater,23,X1rarrs8q1Y,Rick Perry's Best DWTS Moments,Jezebel,2982,17,3,2016-09-28T17:27:49Z,False,25,"""Rick Perry""",2026-01-31T14:19:12.323627
James Hinchcliffe,Sharna Burgess,23,eITyYSH17j0,James & Sharna's Tango- Dancing with the Stars,Griffin Marini,159202,1798,36,2016-11-27T02:50:53Z,False,50,"""James Hinchcliffe""",2026-01-31T14:19:12.837571
James Hinchcliffe,Sharna Burgess,23,QiuBe1bmf-E,Meet The Stars: James Hinchcliffe - Dancing With the Stars,Dancing With The Stars,24760,242,15,2016-09-12T02:15:50Z,False,35,"""James Hinchcliffe""",2026-01-31T14:19:12.838682
James Hinchcliffe,Sharna Burgess,23,lR2R3BlcMjs,James Hinchcliffe and Sharna's Jive with Jenna (Week 10) - Dancing with the Stars Season 23!,DWTS DANCES,1980,19,0,2022-07-03T14:57:07Z,False,50,"""James Hinchcliffe""",2026-01-31T14:19:12.838682
James Hinchcliffe,Sharna Burgess,23,ufGPK89jIfg,James & Jenna's Waltz- Dancing with the Stars (Halloween Night),Griffin Marini,700012,9865,112,2016-11-04T00:36:42Z,False,35,"""James Hinchcliffe""",2026-01-31T14:19:12.840055
James Hinchcliffe,Sharna Burgess,23,ui5lbnkFOxU,James Hinchcliffe on Dancing with the Stars - Finale Recap,NTT INDYCAR SERIES,5981,69,5,2016-11-24T16:41:06Z,False,35,"""James Hinchcliffe""",2026-01-31T14:19:12.841061
James Hinchcliffe,Sharna Burgess,23,7gW4mnPgl4A,James Hinchcliffe and Sharna's Freestyle (Week 11) - Dancing with the Stars Season 23!,DWTS DANCES,4028,40,0,2022-07-03T15:02:32Z,False,50,"""James Hinchcliffe""",2026-01-31T14:19:12.842154
James Hinchcliffe,Sharna Burgess,23,-SeLGMKICUE,"Oldish 3x5 James Hinchcliffe & Rebecca Dalton: The Truth about DWTS, the headlines & what came after",Oldish Podcast,3658,120,14,2025-05-19T07:00:00Z,False,25,"""James Hinchcliffe""",2026-01-31T14:19:12.842154
James Hinchcliffe,Sharna Burgess,23,bI87itsfi4M,James Hinchcliffe and Sharna's Rumba (Week 06) - Dancing with the Stars Season 23!,DWTS DANCES,1407,12,0,2022-07-03T14:43:20Z,False,50,"""James Hinchcliffe""",2026-01-31T14:19:12.843161
James Hinchcliffe,Sharna Burgess,23,KjV98PT2bak,Experience on Dancing with the Stars - James Hinchcliffe,APB Speakers,1527,21,0,2017-04-13T20:44:33Z,False,35,"""James Hinchcliffe""",2026-01-31T14:19:12.843161
James Hinchcliffe,Sharna Burgess,23,kC3NuYSFbro,James Hinchcliffe and Sharna Burgess Foxtrot (Week 1) | Dancing With The Stars,Witsay Fan ,7131,55,1,2021-02-17T17:00:32Z,False,50,"""James Hinchcliffe""",2026-01-31T14:19:12.843161
James Hinchcliffe,Sharna Burgess,23,K-OE8gZD6Js,"Meet The Stars:  James Hinchcliffe   ""Dancing With the Stars""",Griffin Marini,234,1,0,2016-09-12T05:29:09Z,False,35,"""James Hinchcliffe""",2026-01-31T14:19:12.844813
James Hinchcliffe,Sharna Burgess,23,sEjumJNj1Lo,James Hinchcliffe and Sharna Burgess Redemption Foxtrot (Week 11) | Dancing With The Stars,Witsay Fan ,1925,14,0,2021-02-17T20:00:09Z,False,50,"""James Hinchcliffe""",2026-01-31T14:19:12.845831
Terra Jole,Sasha Farber,23,Y0JQ7t-AG0Q,Terra & Sasha's Samba-  Dancing with the Stars (Cirque Du Soleil Night),Griffin Marini,15019,84,3,2016-10-04T05:54:49Z,False,50,"""Terra Jole""",2026-01-31T14:19:15.086214
Terra Jole,Sasha Farber,23,HTxbzW_6c4E,"Meet The Stars: Terra Jolé   ""Dancing With the Stars""",Griffin Marini,1812,5,1,2016-09-12T04:19:15Z,False,35,"""Terra Jole""",2026-01-31T14:19:15.087217
Terra Jole,Sasha Farber,23,VlDJOdav1Ls,'Jealous!' Briana Renee & Terra Jole's Feud Explodes Over 'DWTS,Be Like Water Media,934,3,0,2017-03-12T23:42:28Z,False,25,"""Terra Jole""",2026-01-31T14:19:15.087217
Terra Jole,Sasha Farber,23,yaxqMEjBX0E,Meet The Stars: Terra Jolé - Dancing With the Stars,Dancing With The Stars,72346,551,32,2016-09-09T22:01:32Z,False,35,"""Terra Jole""",2026-01-31T14:19:15.088644
Terra Jole,Sasha Farber,23,dZ44oGj0OgM,Terra Jole's Video Diary - Dancing with the Stars,Dancing With The Stars,9398,134,5,2016-09-24T15:00:47Z,False,35,"""Terra Jole""",2026-01-31T14:19:15.089647
Terra Jole,Sasha Farber,23,3bNcUHFNzlg,DWTS | Terra Jole Making Big Moves,Good Morning America,10438,29,3,2016-10-17T14:32:34Z,True,75,"""Terra Jole""",2026-01-31T14:19:15.090827
Heather Morris,Maksim Chmerkoskiy,24,W4lZEpj-aQA,Heather Morris and Maks Chmerkovskiy Rumba (Week 6) | Dancing With The Stars,Witsay Fan ,139715,1330,59,2020-11-28T00:15:00Z,False,35,"""Heather Morris""",2026-01-31T14:19:16.642860
